,distance,consumption,status,type
1968,145299,15,used,truck
1969,23203,6,young,car
1970,105650,1,used,electric
1971,255569,2,old,car
1972,217952,15,used,truck
1973,112318,6,used,car
1974,229359,16,used,truck
1975,23892,2,young,car
1976,135809,11,used,truck
1977,186170,16,used,truck
1978,256193,17,old,truck
1979,183675,14,used,truck
1980,90402,5,young,car
1981,188425,12,used,truck
1982,164971,17,used,truck
1983,223749,12,used,truck
1984,12369,16,young,truck
1985,138317,12,used,truck
1986,6439,8,young,car
1987,273807,14,old,truck
1988,296985,18,old,truck
1989,83255,17,young,truck
1990,78659,10,young,car
1991,25070,12,young,truck
1992,189688,0,used,electric
1993,21977,15,young,truck
1994,296953,13,old,truck
1995,31935,12,young,truck
1996,17131,18,young,truck
1997,134472,3,used,car
1998,260733,8,old,car
1999,256854,19,old,truck
2000,228272,1,used,electric
2001,29096,11,young,truck
2002,79597,0,young,electric
2003,184366,1,used,electric
2004,261583,0,old,electric
2005,88782,8,young,car
2006,151335,17,used,truck
2007,151889,0,used,electric
2008,54552,16,young,truck
2009,29537,15,young,truck
2010,44649,12,young,truck
2011,252635,10,old,car
2012,87919,4,young,car
2013,267493,1,old,electric
2014,143467,15,used,truck
2015,272611,6,old,car
2016,255518,5,old,car
2017,255351,18,old,truck
2018,129661,2,used,car
2019,178379,11,used,truck
2020,59978,15,young,truck
2021,219097,8,used,car
2022,34155,1,young,electric
2023,77707,11,young,truck
2024,80268,18,young,truck
2025,267446,3,old,car
2026,176144,9,used,car
2027,15801,2,young,car
2028,117229,13,used,truck
2029,224134,18,used,truck
2030,76168,14,young,truck
2031,267878,5,old,car
2032,204221,12,used,truck
2033,116757,12,used,truck
2034,3867,8,young,car
2035,219255,1,used,electric
2036,254603,15,old,truck
2037,99748,16,young,truck
2038,76361,9,young,car
2039,66294,15,young,truck
2040,233551,14,used,truck
2041,235102,18,used,truck
2042,219894,5,used,car
2043,229402,14,used,truck
2044,54683,19,young,truck
2045,191387,8,used,car
2046,247872,0,used,electric
2047,197608,6,used,car
2048,230032,19,used,truck
2049,134444,7,used,car
2050,252867,12,old,truck
2051,97810,1,young,electric
2052,204112,3,used,car
2053,225948,13,used,truck
2054,20473,17,young,truck
2055,287521,14,old,truck
2056,298675,19,old,truck
2057,174557,13,used,truck
2058,229449,11,used,truck
2059,265204,1,old,electric
2060,173344,18,used,truck
2061,202270,0,used,electric
2062,231874,1,used,electric
2063,119386,11,used,truck
2064,101794,18,used,truck
2065,138246,4,used,car
2066,46526,4,young,car
2067,61739,13,young,truck
2068,26081,15,young,truck
2069,225106,6,used,car
2070,43087,18,young,truck
2071,47117,9,young,car
2072,230189,1,used,electric
2073,291689,12,old,truck
2074,219931,13,used,truck
2075,225495,1,used,electric
2076,263418,17,old,truck
2077,211390,7,used,car
2078,94530,5,young,car
2079,74922,6,young,car
2080,143906,0,used,electric
2081,145199,16,used,truck
2082,245494,3,used,car
2083,242888,14,used,truck
2084,53421,6,young,car
2085,114752,0,used,electric
2086,244298,6,used,car
2087,62241,3,young,car
2088,74096,18,young,truck
2089,226974,8,used,car
2090,124343,5,used,car
2091,69738,2,young,car
2092,196146,0,used,electric
2093,75739,7,young,car
2094,19883,0,young,electric
2095,68631,12,young,truck
2096,160360,17,used,truck
2097,196872,6,used,car
2098,210414,6,used,car
2099,211600,10,used,car
2100,278785,6,old,car
2101,247790,6,used,car
2102,192030,9,used,car
2103,86047,4,young,car
2104,210856,17,used,truck
2105,126462,15,used,truck
2106,120900,4,used,car
2107,260961,3,old,car
2108,92849,6,young,car
2109,42181,3,young,car
2110,285022,11,old,truck
2111,133514,0,used,electric
2112,8357,2,young,car
2113,238640,2,used,car
2114,164950,3,used,car
2115,194953,11,used,truck
2116,87357,13,young,truck
2117,31388,11,young,truck
2118,15257,19,young,truck
2119,102232,17,used,truck
2120,82831,7,young,car
2121,185154,15,used,truck
2122,283483,8,old,car
2123,243531,1,used,electric
2124,239036,2,used,car
2125,60361,18,young,truck
2126,76298,11,young,truck
2127,52770,17,young,truck
2128,128652,8,used,car
2129,209509,12,used,truck
2130,47792,5,young,car
2131,66638,6,young,car
2132,43761,8,young,car
2133,18586,7,young,car
2134,102411,14,used,truck
2135,25220,19,young,truck
2136,33544,3,young,car
2137,122374,7,used,car
2138,262084,6,old,car
2139,211387,0,used,electric
2140,51281,8,young,car
2141,76355,8,young,car
2142,137946,3,used,car
2143,192800,7,used,car
2144,150129,4,used,car
2145,220874,13,used,truck
2146,250839,2,old,car
2147,174289,7,used,car
2148,51286,10,young,car
2149,218530,16,used,truck
2150,235057,5,used,car
2151,287817,18,old,truck
2152,135515,15,used,truck
2153,7773,17,young,truck
2154,280939,13,old,truck
2155,56069,16,young,truck
2156,98323,2,young,car
2157,240565,6,used,car
2158,228540,13,used,truck
2159,101931,1,used,electric
2160,49586,5,young,car
2161,149155,5,used,car
2162,39946,4,young,car
2163,159674,2,used,car
2164,144119,5,used,car
2165,217052,3,used,car
2166,180780,19,used,truck
2167,42928,15,young,truck
2168,87056,3,young,car
2169,34342,11,young,truck
2170,215065,9,used,car
2171,73312,16,young,truck
2172,293837,17,old,truck
2173,57479,0,young,electric
2174,222612,3,used,car
2175,215067,13,used,truck
2176,36242,12,young,truck
2177,33948,19,young,truck
2178,7775,18,young,truck
2179,101063,5,used,car
2180,263763,3,old,car
2181,173690,4,used,car
2182,42361,2,young,car
2183,127492,7,used,car
2184,83760,12,young,truck
2185,46650,1,young,electric
2186,97768,14,young,truck
2187,167211,0,used,electric
2188,18948,8,young,car
2189,244474,2,used,car
2190,217592,4,used,car
2191,126433,10,used,car
2192,18380,18,young,truck
2193,25224,1,young,electric
2194,87262,2,young,car
2195,34989,2,young,car
2196,183860,19,used,truck
2197,189829,18,used,truck
2198,201087,0,used,electric
2199,121171,11,used,truck
2200,125288,2,used,car
2201,70607,15,young,truck
2202,282081,16,old,truck
2203,145997,13,used,truck
2204,231640,8,used,car
2205,282577,8,old,car
2206,221169,12,used,truck
2207,200873,19,used,truck
2208,64845,15,young,truck
2209,199004,17,used,truck
2210,209737,14,used,truck
2211,130542,15,used,truck
2212,213726,9,used,car
2213,11743,5,young,car
2214,38305,13,young,truck
2215,180161,12,used,truck
2216,202090,15,used,truck
2217,79432,15,young,truck
2218,112906,2,used,car
2219,154763,7,used,car
2220,106193,1,used,electric
2221,216447,4,used,car
2222,108960,1,used,electric
2223,281484,18,old,truck
2224,217682,15,used,truck
2225,55435,12,young,truck
2226,83820,9,young,car
2227,64946,9,young,car
2228,24340,1,young,electric
2229,179106,16,used,truck
2230,258739,5,old,car
2231,7967,4,young,car
2232,140199,17,used,truck
2233,25136,8,young,car
2234,121654,16,used,truck
2235,28308,4,young,car
2236,119257,15,used,truck
2237,128014,13,used,truck
2238,165407,7,used,car
2239,128768,5,used,car
2240,195428,4,used,car
2241,133782,6,used,car
2242,224168,18,used,truck
2243,55668,3,young,car
2244,4000,6,young,car
2245,266614,0,old,electric
2246,142695,3,used,car
2247,287904,16,old,truck
2248,144338,2,used,car
2249,294846,2,old,car
2250,149223,9,used,car
2251,167424,14,used,truck
2252,183614,18,used,truck
2253,7048,7,young,car
2254,99419,7,young,car
2255,276950,5,old,car
2256,251602,14,old,truck
2257,151519,0,used,electric
2258,92217,16,young,truck
2259,170347,15,used,truck
2260,87459,17,young,truck
2261,119023,0,used,electric
2262,36441,17,young,truck
2263,45730,11,young,truck
2264,177407,3,used,car
2265,233152,10,used,car
2266,265441,6,old,car
2267,52096,17,young,truck
2268,248988,0,used,electric
2269,24224,6,young,car
2270,70951,6,young,car
2271,182410,11,used,truck
2272,187709,15,used,truck
2273,173096,7,used,car
2274,278457,6,old,car
2275,26475,7,young,car
2276,236389,2,used,car
2277,102,6,young,car
2278,123343,2,used,car
2279,97773,8,young,car
2280,135127,13,used,truck
2281,58528,1,young,electric
2282,66406,13,young,truck
2283,5249,7,young,car
2284,173176,17,used,truck
2285,214194,11,used,truck
2286,83200,13,young,truck
2287,15872,12,young,truck
2288,255484,5,old,car
2289,107803,0,used,electric
2290,20291,2,young,car
2291,165788,19,used,truck
2292,50319,2,young,car
2293,20626,1,young,electric
2294,232783,6,used,car
2295,30636,6,young,car
2296,169844,12,used,truck
2297,111130,0,used,electric
2298,251384,1,old,electric
2299,169124,18,used,truck
2300,164548,2,used,car
2301,3501,14,young,truck
2302,116539,8,used,car
2303,20366,19,young,truck
2304,65480,16,young,truck
2305,290846,17,old,truck
2306,293087,17,old,truck
2307,144397,2,used,car
2308,2159,14,young,truck
2309,282299,10,old,car
2310,36487,16,young,truck
2311,245371,16,used,truck
2312,263712,15,old,truck
2313,12582,2,young,car
2314,25680,9,young,car
2315,121129,15,used,truck
2316,94919,10,young,car
2317,67204,4,young,car
2318,272507,16,old,truck
2319,234821,4,used,car
2320,267492,8,old,car
2321,91342,4,young,car
2322,247516,1,used,electric
2323,172109,17,used,truck
2324,290937,15,old,truck
2325,129648,17,used,truck
2326,111254,13,used,truck
2327,95451,19,young,truck
2328,37411,0,young,electric
2329,135614,16,used,truck
2330,153597,11,used,truck
2331,134833,10,used,car
2332,233347,9,used,car
2333,245516,9,used,car
2334,90642,9,young,car
2335,268216,2,old,car
2336,208858,7,used,car
2337,53699,17,young,truck
2338,240016,3,used,car
2339,258528,10,old,car
2340,26034,15,young,truck
2341,9112,17,young,truck
2342,91977,2,young,car
2343,80137,19,young,truck
2344,108391,19,used,truck
2345,41244,5,young,car
2346,127639,4,used,car
2347,89103,8,young,car
2348,79720,0,young,electric
2349,202047,18,used,truck
2350,191919,11,used,truck
2351,85851,9,young,car
2352,214188,10,used,car
2353,197401,5,used,car
2354,254935,9,old,car
2355,102475,18,used,truck
2356,221360,12,used,truck
2357,231284,4,used,car
2358,15128,12,young,truck
2359,190170,19,used,truck
2360,128735,19,used,truck
2361,278436,15,old,truck
2362,81517,9,young,car
2363,108463,9,used,car
2364,294030,3,old,car
2365,158572,0,used,electric
2366,173074,3,used,car
2367,17285,12,young,truck
2368,176492,6,used,car
2369,179031,19,used,truck
2370,222031,0,used,electric
2371,67697,10,young,car
2372,187693,6,used,car
2373,6087,3,young,car
2374,19899,4,young,car
2375,7177,5,young,car
2376,170557,7,used,car
2377,185751,19,used,truck
2378,162104,6,used,car
2379,136930,11,used,truck
2380,35276,8,young,car
2381,229149,7,used,car
2382,215707,7,used,car
2383,148410,14,used,truck
2384,294270,19,old,truck
2385,141768,18,used,truck
2386,296498,11,old,truck
2387,10421,9,young,car
2388,226044,18,used,truck
2389,262885,7,old,car
2390,294351,12,old,truck
2391,100167,18,used,truck
2392,295098,18,old,truck
2393,118374,19,used,truck
2394,142226,2,used,car
2395,58025,5,young,car
2396,227556,19,used,truck
2397,52182,7,young,car
2398,130039,12,used,truck
2399,45026,14,young,truck
2400,229917,13,used,truck
2401,54607,14,young,truck
2402,199055,19,used,truck
2403,3450,16,young,truck
2404,140836,15,used,truck
2405,235633,18,used,truck
2406,61324,15,young,truck
2407,166759,15,used,truck
2408,100863,14,used,truck
2409,107653,15,used,truck
2410,257828,13,old,truck
2411,52558,10,young,car
2412,131506,6,used,car
2413,217694,5,used,car
2414,61453,6,young,car
2415,154937,10,used,car
2416,151014,4,used,car
2417,174268,16,used,truck
2418,76451,18,young,truck
2419,176735,8,used,car
2420,121927,5,used,car
2421,265719,18,old,truck
2422,60921,5,young,car
2423,237733,0,used,electric
2424,234079,11,used,truck
2425,114721,15,used,truck
2426,51596,13,young,truck
2427,133616,18,used,truck
2428,283593,1,old,electric
2429,24715,16,young,truck
2430,240550,2,used,car
2431,38775,9,young,car
2432,138949,18,used,truck
2433,73639,19,young,truck
2434,41182,12,young,truck
2435,47836,11,young,truck
2436,101388,5,used,car
2437,299515,11,old,truck
2438,53989,2,young,car
2439,22124,1,young,electric
2440,271888,2,old,car
2441,179564,14,used,truck
2442,295769,4,old,car
2443,174518,19,used,truck
2444,171435,8,used,car
2445,131847,10,used,car
2446,138825,18,used,truck
2447,67168,19,young,truck
2448,59215,4,young,car
2449,36056,19,young,truck
2450,122149,15,used,truck
2451,195926,5,used,car
2452,183356,6,used,car
2453,236531,0,used,electric
2454,135036,10,used,car
2455,296012,13,old,truck
2456,247901,2,used,car
2457,164184,4,used,car
2458,3889,6,young,car
2459,145880,7,used,car
2460,62291,2,young,car
2461,7623,18,young,truck
2462,188345,5,used,car
2463,16706,0,young,electric
2464,82181,12,young,truck
2465,187123,19,used,truck
2466,289472,11,old,truck
2467,66101,0,young,electric
2468,82985,19,young,truck
2469,217813,3,used,car
2470,283625,10,old,car
2471,72551,18,young,truck
2472,248151,10,used,car
2473,246480,12,used,truck
2474,85702,7,young,car
2475,70304,9,young,car
2476,54954,19,young,truck
2477,109254,7,used,car
2478,146202,8,used,car
2479,70067,13,young,truck
2480,94204,12,young,truck
2481,101063,6,used,car
2482,268656,15,old,truck
2483,205008,4,used,car
2484,299533,17,old,truck
2485,189519,8,used,car
2486,64827,11,young,truck
2487,36784,18,young,truck
2488,261115,0,old,electric
2489,111874,6,used,car
2490,103036,19,used,truck
2491,70195,13,young,truck
2492,206831,3,used,car
2493,107206,15,used,truck
2494,215110,15,used,truck
2495,242668,7,used,car
2496,169178,14,used,truck
2497,285779,18,old,truck
2498,168440,6,used,car
2499,220957,12,used,truck
2500,161529,15,used,truck
2501,111242,1,used,electric
2502,151363,3,used,car
2503,120108,16,used,truck
2504,230213,18,used,truck
2505,263488,15,old,truck
2506,116750,14,used,truck
2507,86071,17,young,truck
2508,34435,5,young,car
2509,242854,13,used,truck
2510,165947,17,used,truck
2511,104469,13,used,truck
2512,72192,0,young,electric
2513,217645,4,used,car
2514,189968,14,used,truck
2515,106323,0,used,electric
2516,8269,5,young,car
2517,257924,18,old,truck
2518,31401,13,young,truck
2519,258757,16,old,truck
2520,267237,5,old,car
2521,35756,17,young,truck
2522,62107,16,young,truck
2523,294190,7,old,car
2524,199008,12,used,truck
2525,251055,13,old,truck
2526,209676,14,used,truck
2527,16096,13,young,truck
2528,139330,11,used,truck
2529,159961,1,used,electric
2530,131914,14,used,truck
2531,194157,1,used,electric
2532,254029,14,old,truck
2533,241124,1,used,electric
2534,226181,11,used,truck
2535,67492,8,young,car
2536,149938,6,used,car
2537,112883,0,used,electric
2538,55244,19,young,truck
2539,279392,2,old,car
2540,47045,6,young,car
2541,136963,6,used,car
2542,169137,13,used,truck
2543,201348,4,used,car
2544,110791,8,used,car
2545,91419,8,young,car
2546,115732,13,used,truck
2547,73850,6,young,car
2548,270589,11,old,truck
2549,247970,4,used,car
2550,290144,0,old,electric
2551,68944,17,young,truck
2552,48763,6,young,car
2553,899,17,young,truck
2554,86128,6,young,car
2555,30378,1,young,electric
2556,11528,17,young,truck
2557,59158,12,young,truck
2558,178898,10,used,car
2559,298802,15,old,truck
2560,251056,2,old,car
2561,137051,17,used,truck
2562,190381,3,used,car
2563,271836,1,old,electric
2564,260493,5,old,car
2565,252499,3,old,car
2566,91585,11,young,truck
2567,16264,3,young,car
2568,244129,1,used,electric
2569,106630,11,used,truck
2570,134071,19,used,truck
2571,179312,2,used,car
2572,99265,14,young,truck
2573,150381,11,used,truck
2574,78085,13,young,truck
2575,65275,17,young,truck
2576,112860,19,used,truck
2577,256929,13,old,truck
2578,260405,19,old,truck
2579,226232,0,used,electric
2580,192493,6,used,car
2581,259803,11,old,truck
2582,68308,5,young,car
2583,117639,6,used,car
2584,126429,17,used,truck
2585,202961,10,used,car
2586,75660,18,young,truck
2587,240891,16,used,truck
2588,235353,1,used,electric
2589,279034,4,old,car
2590,23761,6,young,car
2591,91741,12,young,truck
2592,295978,10,old,car
2593,137096,16,used,truck
2594,167999,0,used,electric
2595,127574,19,used,truck
2596,93038,4,young,car
2597,256207,16,old,truck
2598,111573,9,used,car
2599,137688,13,used,truck
2600,99377,14,young,truck
2601,267959,18,old,truck
2602,122256,13,used,truck
2603,163092,13,used,truck
2604,91570,9,young,car
2605,282472,13,old,truck
2606,222796,7,used,car
2607,196928,15,used,truck
2608,59138,4,young,car
2609,144476,14,used,truck
2610,297405,9,old,car
2611,28467,0,young,electric
2612,144850,6,used,car
2613,99417,19,young,truck
2614,201891,15,used,truck
2615,230498,14,used,truck
2616,232184,11,used,truck
2617,126769,1,used,electric
2618,166776,3,used,car
2619,294902,2,old,car
2620,148802,12,used,truck
2621,114507,4,used,car
2622,247888,2,used,car
2623,7518,1,young,electric
2624,269331,11,old,truck
2625,160493,5,used,car
2626,182897,5,used,car
2627,147965,6,used,car
2628,115140,4,used,car
2629,53337,5,young,car
2630,133338,9,used,car
2631,155570,9,used,car
2632,141516,3,used,car
2633,168872,16,used,truck
2634,132342,0,used,electric
2635,71342,4,young,car
2636,269235,12,old,truck
2637,144288,12,used,truck
2638,26965,11,young,truck
2639,197427,6,used,car
2640,44192,6,young,car
2641,74200,16,young,truck
2642,290346,19,old,truck
2643,4595,12,young,truck
2644,33530,16,young,truck
2645,258665,10,old,car
2646,274493,14,old,truck
2647,17884,19,young,truck
2648,144065,15,used,truck
2649,216521,12,used,truck
2650,298227,4,old,car
2651,82257,17,young,truck
2652,297044,10,old,car
2653,246844,18,used,truck
2654,105152,17,used,truck
2655,64584,16,young,truck
2656,88748,8,young,car
2657,45039,16,young,truck
2658,158196,2,used,car
2659,23855,1,young,electric
2660,270459,16,old,truck
2661,147555,1,used,electric
2662,28558,14,young,truck
2663,110750,15,used,truck
2664,10670,18,young,truck
2665,233518,5,used,car
2666,298492,5,old,car
2667,297724,18,old,truck
2668,273506,10,old,car
2669,111836,5,used,car
2670,124823,14,used,truck
2671,43676,5,young,car
2672,160820,10,used,car
2673,136481,8,used,car
2674,103352,14,used,truck
2675,18179,12,young,truck
2676,175417,5,used,car
2677,125091,6,used,car
2678,172178,18,used,truck
2679,226269,16,used,truck
2680,211327,19,used,truck
2681,15509,19,young,truck
2682,79351,14,young,truck
2683,284560,14,old,truck
2684,122778,6,used,car
2685,74758,4,young,car
2686,193500,3,used,car
2687,253777,6,old,car
2688,181521,18,used,truck
2689,112447,4,used,car
2690,59752,6,young,car
2691,104534,1,used,electric
2692,61385,3,young,car
2693,88874,2,young,car
2694,214594,4,used,car
2695,254846,3,old,car
2696,243771,3,used,car
2697,273199,4,old,car
2698,81633,1,young,electric
2699,252834,4,old,car
2700,148764,3,used,car
2701,124280,1,used,electric
2702,268169,8,old,car
2703,159636,14,used,truck
2704,42605,3,young,car
2705,245947,6,used,car
2706,180467,2,used,car
2707,251997,2,old,car
2708,217313,2,used,car
2709,81149,13,young,truck
2710,285982,5,old,car
2711,69233,1,young,electric
2712,203347,5,used,car
2713,249415,14,used,truck
2714,221881,13,used,truck
2715,152663,9,used,car
2716,55207,4,young,car
2717,22787,5,young,car
2718,7670,7,young,car
2719,204297,2,used,car
2720,216636,7,used,car
2721,39920,11,young,truck
2722,256609,0,old,electric
2723,105442,12,used,truck
2724,192607,3,used,car
2725,216050,5,used,car
2726,272961,5,old,car
2727,122223,16,used,truck
2728,9457,12,young,truck
2729,30782,11,young,truck
2730,136984,2,used,car
2731,376,6,young,car
2732,102546,4,used,car
2733,89561,3,young,car
2734,54481,5,young,car
2735,234626,15,used,truck
2736,221462,1,used,electric
2737,263743,14,old,truck
2738,91178,8,young,car
2739,80249,1,young,electric
2740,86528,1,young,electric
2741,29770,13,young,truck
2742,178608,4,used,car
2743,183377,13,used,truck
2744,23937,15,young,truck
2745,266162,15,old,truck
2746,109834,19,used,truck
2747,158278,9,used,car
2748,228132,12,used,truck
2749,264781,0,old,electric
2750,52469,11,young,truck
2751,222867,17,used,truck
2752,275284,2,old,car
2753,26040,5,young,car
2754,295238,11,old,truck
2755,185914,9,used,car
2756,118005,11,used,truck
2757,199310,5,used,car
2758,99325,5,young,car
2759,260905,15,old,truck
2760,95781,15,young,truck
2761,169823,11,used,truck
2762,86945,18,young,truck
2763,267184,17,old,truck
2764,112754,15,used,truck
2765,110048,16,used,truck
2766,216460,0,used,electric
2767,152271,12,used,truck
2768,105588,18,used,truck
2769,186279,16,used,truck
2770,241906,6,used,car
2771,271352,12,old,truck
2772,251991,7,old,car
2773,98675,14,young,truck
2774,199214,8,used,car
2775,26555,16,young,truck
2776,19136,10,young,car
2777,93438,19,young,truck
2778,147354,7,used,car
2779,78843,0,young,electric
2780,77947,11,young,truck
2781,105231,6,used,car
2782,240823,2,used,car
2783,296804,16,old,truck
2784,13307,10,young,car
2785,199073,12,used,truck
2786,296676,18,old,truck
2787,49548,7,young,car
2788,12468,3,young,car
2789,177329,6,used,car
2790,15175,8,young,car
2791,262099,11,old,truck
2792,160634,5,used,car
2793,73576,1,young,electric
2794,130714,5,used,car
2795,47160,4,young,car
2796,233757,0,used,electric
2797,186305,8,used,car
2798,278382,6,old,car
2799,49421,1,young,electric
2800,32432,14,young,truck
2801,108560,16,used,truck
2802,46426,7,young,car
2803,24097,0,young,electric
2804,245622,16,used,truck
2805,203436,17,used,truck
2806,519,0,young,electric
2807,117379,9,used,car
2808,228385,0,used,electric
2809,145924,17,used,truck
2810,100908,7,used,car
2811,189199,16,used,truck
2812,194796,3,used,car
2813,34701,15,young,truck
2814,113626,12,used,truck
2815,222364,2,used,car
2816,66514,9,young,car
2817,198639,16,used,truck
2818,109155,14,used,truck
2819,138506,19,used,truck
2820,78003,14,young,truck
2821,17441,9,young,car
2822,136547,15,used,truck
2823,262362,3,old,car
2824,116516,18,used,truck
2825,83328,10,young,car
2826,237664,11,used,truck
2827,13019,1,young,electric
2828,60774,19,young,truck
2829,168127,6,used,car
2830,117674,18,used,truck
2831,157193,3,used,car
2832,35023,3,young,car
2833,6264,3,young,car
2834,67827,7,young,car
2835,98650,5,young,car
2836,39457,18,young,truck
2837,182131,16,used,truck
2838,183890,10,used,car
2839,146067,13,used,truck
2840,191916,17,used,truck
2841,137843,5,used,car
2842,72955,15,young,truck
2843,93994,0,young,electric
2844,37320,12,young,truck
2845,132785,2,used,car
2846,246975,7,used,car
2847,124193,2,used,car
2848,186318,16,used,truck
2849,124856,5,used,car
2850,290728,0,old,electric
2851,238711,11,used,truck
2852,7369,12,young,truck
2853,192318,2,used,car
2854,176265,5,used,car
2855,37522,18,young,truck
2856,41270,3,young,car
2857,82172,0,young,electric
2858,42223,5,young,car
2859,41486,6,young,car
2860,53260,9,young,car
2861,209307,5,used,car
2862,50617,11,young,truck
2863,175608,9,used,car
2864,36719,15,young,truck
2865,154096,19,used,truck
2866,259836,6,old,car
2867,227085,16,used,truck
2868,262581,9,old,car
2869,294451,14,old,truck
2870,274081,17,old,truck
2871,102579,18,used,truck
2872,2912,2,young,car
2873,213083,15,used,truck
2874,122185,5,used,car
2875,267812,17,old,truck
2876,68250,11,young,truck
2877,86414,9,young,car
2878,58978,0,young,electric
2879,293305,19,old,truck
2880,58348,0,young,electric
2881,172559,16,used,truck
2882,91426,7,young,car
2883,14192,12,young,truck
2884,41148,1,young,electric
2885,220617,9,used,car
2886,267003,18,old,truck
2887,14291,2,young,car
2888,3083,9,young,car
2889,278722,8,old,car
2890,79416,8,young,car
2891,171025,16,used,truck
2892,75763,8,young,car
2893,123435,14,used,truck
2894,118256,0,used,electric
2895,30201,15,young,truck
2896,29296,6,young,car
2897,285869,0,old,electric
2898,169308,14,used,truck
2899,131813,6,used,car
2900,154903,5,used,car
2901,57385,19,young,truck
2902,250077,6,old,car
2903,142179,4,used,car
2904,99270,18,young,truck
2905,21733,14,young,truck
2906,182308,4,used,car
2907,231037,2,used,car
2908,133884,11,used,truck
2909,49054,8,young,car
2910,12907,12,young,truck
2911,218089,1,used,electric
2912,4171,7,young,car
2913,296541,12,old,truck
2914,222889,7,used,car
2915,157504,14,used,truck
2916,77013,12,young,truck
2917,105552,15,used,truck
2918,202424,7,used,car
2919,277661,4,old,car
2920,35723,5,young,car
2921,119986,12,used,truck
2922,219186,14,used,truck
2923,272123,17,old,truck
2924,92527,16,young,truck
2925,298787,8,old,car
2926,218427,9,used,car
2927,289928,13,old,truck
2928,138165,8,used,car
2929,260271,0,old,electric
2930,206733,14,used,truck
2931,5987,10,young,car
2932,170460,8,used,car
2933,159620,7,used,car
2934,176101,14,used,truck
2935,284771,16,old,truck
2936,66996,8,young,car
2937,215025,0,used,electric
2938,210721,7,used,car
2939,72040,18,young,truck
2940,43781,17,young,truck
2941,226487,14,used,truck
2942,252411,14,old,truck
2943,255979,14,old,truck
2944,136579,16,used,truck
2945,62938,5,young,car
2946,137917,18,used,truck
2947,164191,19,used,truck
2948,61852,0,young,electric
2949,239307,8,used,car
2950,128893,1,used,electric
2951,240384,8,used,car
2952,297432,10,old,car
2953,172223,19,used,truck
2954,288350,1,old,electric
2955,150612,12,used,truck
2956,7696,14,young,truck
2957,276554,14,old,truck
2958,116979,2,used,car
2959,102620,5,used,car
2960,101991,6,used,car
2961,254820,3,old,car
2962,249125,13,used,truck
2963,195853,5,used,car
2964,232659,18,used,truck
2965,133611,3,used,car
2966,51198,13,young,truck
2967,277463,8,old,car
2968,271139,7,old,car
2969,171975,7,used,car
2970,190916,7,used,car
2971,129424,5,used,car
2972,288228,2,old,car
2973,76758,15,young,truck
2974,241462,15,used,truck
2975,68187,13,young,truck
2976,197966,18,used,truck
2977,101265,14,used,truck
2978,265917,5,old,car
2979,270751,14,old,truck
2980,264248,5,old,car
2981,225504,12,used,truck
2982,175043,16,used,truck
2983,278478,9,old,car
2984,118148,16,used,truck
2985,34900,9,young,car
2986,215851,12,used,truck
2987,162445,9,used,car
2988,124909,5,used,car
2989,56292,11,young,truck
2990,215960,0,used,electric
2991,154050,6,used,car
2992,141591,15,used,truck
2993,246250,11,used,truck
2994,143581,3,used,car
2995,94772,1,young,electric
2996,213637,15,used,truck
2997,201591,1,used,electric
2998,108327,4,used,car
2999,96440,18,young,truck
3000,296102,0,old,electric
3001,70474,16,young,truck
3002,40353,8,young,car
3003,25943,8,young,car
3004,167589,13,used,truck
3005,149219,6,used,car
3006,3933,2,young,car
3007,265887,1,old,electric
3008,279602,5,old,car
3009,277511,13,old,truck
3010,153849,1,used,electric
3011,65782,8,young,car
3012,146203,5,used,car
3013,178151,2,used,car
3014,106564,13,used,truck
3015,109867,14,used,truck
3016,237161,17,used,truck
3017,274636,2,old,car
3018,13005,9,young,car
3019,174304,13,used,truck
3020,277776,2,old,car
3021,145224,8,used,car
3022,3070,8,young,car
3023,199307,5,used,car
3024,262854,3,old,car
3025,298346,4,old,car
3026,213436,13,used,truck
3027,36590,13,young,truck
3028,232836,5,used,car
3029,209155,16,used,truck
3030,182556,5,used,car
3031,216297,2,used,car
3032,178603,14,used,truck
3033,167800,5,used,car
3034,131680,5,used,car
3035,144874,16,used,truck
3036,183488,5,used,car
3037,30680,19,young,truck
3038,215242,1,used,electric
3039,246126,15,used,truck
3040,43260,1,young,electric
3041,89075,17,young,truck
3042,171333,7,used,car
3043,133730,1,used,electric
3044,189337,11,used,truck
3045,111539,6,used,car
3046,73579,15,young,truck
3047,163529,8,used,car
3048,253003,12,old,truck
3049,21795,19,young,truck
3050,243602,7,used,car
3051,65709,10,young,car
3052,33627,15,young,truck
3053,244705,10,used,car
3054,143764,0,used,electric
3055,246966,3,used,car
3056,177532,5,used,car
3057,234800,15,used,truck
3058,135020,3,used,car
3059,270052,1,old,electric
3060,37568,6,young,car
3061,131961,14,used,truck
3062,1129,10,young,car
3063,86376,6,young,car
3064,127561,18,used,truck
3065,1001,9,young,car
3066,38381,9,young,car
3067,273029,19,old,truck
3068,281310,4,old,car
3069,48428,11,young,truck
3070,94273,8,young,car
3071,61868,1,young,electric
3072,121848,1,used,electric
3073,295534,16,old,truck
3074,181761,7,used,car
3075,257711,18,old,truck
3076,104590,18,used,truck
3077,223350,19,used,truck
3078,189392,18,used,truck
3079,149683,10,used,car
3080,260579,3,old,car
3081,131956,8,used,car
